Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
2016-09-26,26,September,2016,29,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,45,570,615,Large,Green,Aluminum,3 Years,Manufacturer C,3,5.89,5,7,True,55.37,UPS,Same Day,Basic,60 Days
2016-06-29,29,June,2016,39,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,6,13,35,130,78,208,Small,White,Aluminum,2 Years,Manufacturer C,4,2.95,5,27,True,31.68,GLS,Same Day,Premium,7 Days
2016-02-15,15,February,2016,47,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91,Extra Large,Blue,Plastic,1 Year,Manufacturer C,2,11.02,6,15,True,38.59,UPS,Express,Premium,7 Days
2016-12-27,27,December,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,297,221,518,Medium,Red,Steel,2 Years,Manufacturer B,4,3.98,1,0,True,94.63,GLS,Standard,,60 Days
2016-05-19,19,May,2016,26,Young Adults (25-34),M,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43,Large,Blue,Plastic,Lifetime,Manufacturer B,4,14.87,3,2,False,21.03,UPS,Standard,,30 Days
2016-09-11,11,September,2016,19,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Medium,White,Aluminum,2 Years,Manufacturer D,1,6.21,6,18,False,51.19,GLS,Express,,7 Days
2016-08-25,25,August,2016,54,Adults (35-64),M,United States,California,Clothing,Vests,"Classic Vest, S",25,24,64,968,600,1568,Medium,Red,Plastic,Lifetime,Manufacturer C,4,7.82,5,0,True,86.91,Posti,Standard,Basic,60 Days
2016-12-30,30,December,2016,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",3,1912,3400,3138,5736,8874,Medium,Black,Plastic,1 Year,Manufacturer D,3,6.74,2,16,False,62.27,UPS,Same Day,Premium,60 Days
2016-05-23,23,May,2016,20,Youth (<25),F,United Kingdom,England,Clothing,Vests,"Classic Vest, M",15,24,64,562,360,922,Medium,Green,Steel,2 Years,Manufacturer B,1,7.0,1,6,False,90.23,DHL,Same Day,Basic,7 Days
2016-05-13,13,May,2016,23,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227,Medium,Black,Steel,3 Years,Manufacturer C,3,12.64,7,13,True,52.19,FedEx,Express,Premium,60 Days
2016-07-03,3,July,2016,39,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10,Small,White,Aluminum,3 Years,Manufacturer A,3,8.35,6,5,True,10.73,DHL,Next Day,Basic,7 Days
2016-08-30,30,August,2016,28,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,6,11,17,Large,Green,Carbon Fiber,3 Years,Manufacturer C,3,7.95,1,14,True,6.4,DHL,Same Day,,No Return
2016-06-06,6,June,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22,Extra Large,Green,Steel,3 Years,Manufacturer C,2,7.21,9,6,True,27.38,GLS,Standard,Premium,No Return
2016-06-07,7,June,2016,41,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,85,52,137,Small,Black,Steel,Lifetime,Manufacturer C,5,6.32,5,3,True,79.87,FedEx,Same Day,,30 Days
2016-06-24,24,June,2016,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,11,7,9,9,77,86,Extra Large,White,Steel,Lifetime,Manufacturer C,1,3.13,8,24,True,90.49,GLS,Express,,60 Days
2016-05-09,9,May,2016,37,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15,Extra Large,White,Carbon Fiber,Lifetime,Manufacturer D,1,2.3,9,3,True,86.82,FedEx,Same Day,Premium,No Return
2016-11-15,15,November,2016,43,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",1,38,50,10,38,48,Medium,Red,Steel,3 Years,Manufacturer C,5,6.87,8,26,False,22.39,UPS,Next Day,Basic,30 Days
2016-05-04,4,May,2016,23,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227,Large,Green,Carbon Fiber,3 Years,Manufacturer C,5,8.67,9,2,False,95.12,DHL,Express,Basic,7 Days
2016-11-18,18,November,2016,43,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624,Medium,Green,Carbon Fiber,1 Year,Manufacturer D,2,10.5,8,3,False,14.43,Posti,Standard,Premium,7 Days
2016-05-24,24,May,2016,27,Young Adults (25-34),M,United States,Illinois,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,868,1266,2134,Large,Red,Steel,3 Years,Manufacturer D,2,13.27,5,7,False,69.03,DHL,Express,Premium,60 Days
2016-11-17,17,November,2016,35,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57,Medium,Green,Steel,Lifetime,Manufacturer B,2,7.45,5,23,False,46.42,UPS,Express,Basic,7 Days
2016-11-07,7,November,2016,20,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,254,169,423,Extra Large,Green,Steel,1 Year,Manufacturer B,4,6.98,3,12,False,79.88,UPS,Next Day,Premium,No Return
2016-01-08,8,January,2016,40,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203,Large,Red,Steel,3 Years,Manufacturer A,2,5.67,5,21,False,96.41,Posti,Standard,,30 Days
2016-07-19,19,July,2016,31,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1097,4342,5439,Extra Large,Red,Plastic,3 Years,Manufacturer D,5,13.99,6,13,True,7.05,FedEx,Standard,,No Return
2016-11-30,30,November,2016,60,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,769,1426,2195,Small,Blue,Carbon Fiber,1 Year,Manufacturer C,3,7.96,9,26,True,17.27,GLS,Next Day,Basic,7 Days
2016-08-31,31,August,2016,18,Youth (<25),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,15,23,38,Small,Blue,Steel,Lifetime,Manufacturer B,5,13.06,5,29,True,19.23,UPS,Next Day,,30 Days
2016-03-07,7,March,2016,25,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,70,48,118,Small,Black,Carbon Fiber,Lifetime,Manufacturer D,1,14.03,9,2,False,65.61,GLS,Next Day,,7 Days
2016-07-03,3,July,2016,39,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,951,1252,2203,Extra Large,White,Plastic,3 Years,Manufacturer B,5,3.96,2,22,True,99.3,DHL,Standard,,No Return
2016-05-08,8,May,2016,26,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",9,38,50,99,342,441,Small,Black,Aluminum,3 Years,Manufacturer B,1,3.42,8,16,True,12.09,Posti,Same Day,Basic,60 Days
2016-02-26,26,February,2016,22,Youth (<25),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,15,3,8,49,45,94,Large,White,Plastic,Lifetime,Manufacturer C,5,5.2,3,18,False,63.95,UPS,Next Day,Basic,30 Days
2016-06-19,19,June,2016,35,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,295,420,715,Large,Blue,Carbon Fiber,2 Years,Manufacturer C,5,4.35,9,18,False,18.84,DHL,Express,,60 Days
2016-07-12,12,July,2016,54,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,145,90,235,Extra Large,Red,Steel,1 Year,Manufacturer C,5,13.67,7,28,False,49.39,UPS,Standard,Premium,7 Days
2016-07-21,21,July,2016,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,9,7,9,1,63,64,Small,Red,Carbon Fiber,3 Years,Manufacturer A,2,3.81,6,19,False,60.48,FedEx,Same Day,Basic,No Return
2016-02-23,23,February,2016,40,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Touring Tire Tube,16,2,5,47,32,79,Extra Large,Black,Aluminum,2 Years,Manufacturer D,5,10.75,9,29,True,71.34,GLS,Standard,Premium,30 Days
2016-02-19,19,February,2016,38,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48,Medium,Blue,Plastic,Lifetime,Manufacturer C,5,4.51,9,2,True,39.5,Posti,Next Day,Premium,No Return
2016-05-25,25,May,2016,84,Seniors (64+),F,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30,303,187,490,Extra Large,Green,Aluminum,3 Years,Manufacturer B,3,6.52,3,13,True,10.99,DHL,Standard,Premium,7 Days
2016-02-05,5,February,2016,45,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Extra Large,Black,Plastic,3 Years,Manufacturer A,3,1.16,9,8,False,36.43,FedEx,Same Day,Basic,7 Days
2016-10-02,2,October,2016,44,Adults (35-64),F,Germany,Bayern,Accessories,Fenders,Fender Set - Mountain,5,8,22,69,40,109,Small,Green,Plastic,3 Years,Manufacturer D,1,1.13,5,10,True,49.52,DHL,Express,Premium,30 Days
2016-08-02,2,August,2016,36,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,354,338,692,Medium,Red,Steel,2 Years,Manufacturer C,4,14.36,4,21,True,51.6,UPS,Express,,No Return
2016-07-08,8,July,2016,53,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,61,29,90,Extra Large,Blue,Aluminum,3 Years,Manufacturer B,2,7.31,7,4,True,50.47,FedEx,Same Day,Basic,7 Days
2016-10-01,1,October,2016,30,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,99,104,203,Large,Green,Steel,3 Years,Manufacturer C,2,7.09,1,4,False,31.78,DHL,Next Day,Premium,7 Days
2016-02-25,25,February,2016,48,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,597,377,974,Large,White,Aluminum,Lifetime,Manufacturer B,4,1.47,6,24,False,50.39,FedEx,Standard,,60 Days
2016-05-27,27,May,2016,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,29,8,22,291,232,523,Medium,Black,Plastic,2 Years,Manufacturer A,4,7.91,9,14,False,28.83,UPS,Next Day,,30 Days
2016-08-02,2,August,2016,51,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,14,8,21,170,112,282,Extra Large,Blue,Aluminum,Lifetime,Manufacturer B,5,13.65,7,22,True,18.07,UPS,Standard,Premium,7 Days
2016-10-03,3,October,2016,18,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,40,14,54,Extra Large,Blue,Plastic,1 Year,Manufacturer D,5,9.47,8,15,False,68.69,FedEx,Next Day,,No Return
2016-11-30,30,November,2016,25,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1902,2504,4406,Large,Black,Aluminum,Lifetime,Manufacturer C,1,2.14,9,12,False,24.38,UPS,Express,,60 Days
2016-03-04,4,March,2016,39,Adults (35-64),F,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,349,315,664,Small,White,Carbon Fiber,3 Years,Manufacturer C,5,2.39,4,13,True,7.73,DHL,Standard,,30 Days
2016-12-04,4,December,2016,52,Adults (35-64),F,France,Seine Saint Denis,Clothing,Caps,AWC Logo Cap,19,7,9,7,133,140,Extra Large,Blue,Carbon Fiber,3 Years,Manufacturer B,4,8.53,1,29,False,97.85,DHL,Standard,,30 Days
2016-02-27,27,February,2016,48,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,7,11,18,Extra Large,Red,Carbon Fiber,3 Years,Manufacturer B,4,5.25,4,28,True,63.43,FedEx,Standard,Basic,No Return
2016-01-28,28,January,2016,47,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,334,420,754,Extra Large,Blue,Carbon Fiber,3 Years,Manufacturer D,2,14.16,2,24,False,68.45,GLS,Next Day,Premium,60 Days
2016-12-15,15,December,2016,38,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8,58,54,112,Medium,Green,Aluminum,2 Years,Manufacturer B,3,11.87,9,13,True,97.82,DHL,Standard,,7 Days
2016-08-03,3,August,2016,37,Adults (35-64),F,Germany,Bayern,Clothing,Caps,AWC Logo Cap,18,7,9,34,126,160,Extra Large,White,Steel,Lifetime,Manufacturer D,2,3.25,8,28,False,29.91,FedEx,Standard,Premium,30 Days
2016-12-19,19,December,2016,50,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,98,65,163,Large,Blue,Aluminum,1 Year,Manufacturer C,2,5.15,3,22,False,48.14,GLS,Express,,60 Days
2016-09-13,13,September,2016,61,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,3,8,22,41,24,65,Small,Black,Plastic,Lifetime,Manufacturer B,5,9.47,4,25,True,48.27,Posti,Standard,,60 Days
2016-12-14,14,December,2016,53,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274,Large,Blue,Plastic,2 Years,Manufacturer B,4,8.27,8,25,True,7.84,FedEx,Same Day,,30 Days
2016-04-17,17,April,2016,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,550,1083,1633,Large,Green,Aluminum,3 Years,Manufacturer C,4,4.79,9,14,True,61.38,GLS,Express,,30 Days
2016-03-11,11,March,2016,41,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",4,1555,2443,1988,6220,8208,Medium,Red,Steel,2 Years,Manufacturer A,5,1.81,8,28,True,64.67,GLS,Standard,Premium,30 Days
2016-03-04,4,March,2016,25,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,261,713,974,Small,Red,Aluminum,3 Years,Manufacturer D,4,8.12,1,8,False,32.19,UPS,Next Day,,30 Days
2016-01-13,13,January,2016,20,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,21,9,25,326,189,515,Extra Large,Blue,Carbon Fiber,1 Year,Manufacturer A,4,13.22,4,17,True,63.1,FedEx,Next Day,,30 Days
2016-07-14,14,July,2016,37,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633,Extra Large,White,Carbon Fiber,Lifetime,Manufacturer A,5,5.09,5,11,False,89.28,UPS,Standard,Basic,30 Days
2016-06-24,24,June,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149,Large,Red,Aluminum,Lifetime,Manufacturer A,4,5.36,4,13,False,58.79,Posti,Same Day,Basic,60 Days
2016-01-08,8,January,2016,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6,Large,Blue,Aluminum,2 Years,Manufacturer A,3,3.27,2,8,True,56.14,DHL,Standard,Premium,No Return
2016-07-02,2,July,2016,32,Young Adults (25-34),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8,Small,Black,Steel,1 Year,Manufacturer B,5,12.85,8,15,True,30.86,FedEx,Express,Basic,60 Days
2016-07-22,22,July,2016,42,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",25,26,70,1083,650,1733,Small,Black,Plastic,2 Years,Manufacturer A,5,14.47,5,16,True,91.27,DHL,Express,,30 Days
2016-09-06,6,September,2016,18,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,12,17,29,Large,White,Plastic,1 Year,Manufacturer B,4,0.98,5,11,True,70.39,UPS,Express,Basic,No Return
2016-01-22,22,January,2016,61,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,74,924,998,Extra Large,Red,Aluminum,2 Years,Manufacturer C,2,11.19,8,27,True,6.25,GLS,Next Day,Premium,60 Days
2016-01-21,21,January,2016,52,Adults (35-64),M,France,Seine (Paris),Clothing,Gloves,"Half-Finger Gloves, S",19,9,24,203,171,374,Small,Blue,Carbon Fiber,Lifetime,Manufacturer A,3,14.79,5,10,False,23.94,FedEx,Next Day,,7 Days
2016-10-28,28,October,2016,34,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,3,1,4,7,3,10,Medium,Green,Plastic,2 Years,Manufacturer B,4,7.55,5,1,False,24.82,Posti,Next Day,Premium,30 Days
2016-05-12,12,May,2016,34,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,341,420,761,Medium,White,Carbon Fiber,2 Years,Manufacturer A,1,6.68,3,21,False,8.86,Posti,Same Day,,No Return
2016-08-12,12,August,2016,23,Youth (<25),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,683,1266,1949,Medium,Blue,Aluminum,Lifetime,Manufacturer C,3,5.57,2,28,False,38.9,GLS,Express,Premium,No Return
2016-07-16,16,July,2016,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,213,169,382,Large,Red,Steel,1 Year,Manufacturer D,2,12.18,8,29,True,47.74,DHL,Next Day,Basic,7 Days
2016-04-15,15,April,2016,40,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64,Medium,Red,Plastic,2 Years,Manufacturer C,3,7.31,9,5,False,26.11,GLS,Next Day,Basic,60 Days
2016-03-17,17,March,2016,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Shorts,"Women's Mountain Shorts, L",4,26,70,165,104,269,Large,Green,Aluminum,2 Years,Manufacturer B,2,9.17,1,15,False,90.16,Posti,Standard,Basic,30 Days
2016-11-06,6,November,2016,46,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588,Medium,Green,Carbon Fiber,2 Years,Manufacturer A,4,13.62,7,6,False,89.29,DHL,Same Day,Basic,No Return
2016-12-30,30,December,2016,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1371,2171,3542,Medium,Red,Carbon Fiber,2 Years,Manufacturer C,2,9.31,6,9,False,16.42,FedEx,Same Day,Premium,60 Days
2016-06-14,14,June,2016,27,Young Adults (25-34),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,393,325,718,Extra Large,Blue,Carbon Fiber,2 Years,Manufacturer A,2,9.26,2,23,False,6.01,Posti,Express,Premium,7 Days
2016-12-29,29,December,2016,19,Youth (<25),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",3,308,565,754,924,1678,Small,Blue,Plastic,1 Year,Manufacturer D,5,6.68,6,17,False,48.6,UPS,Express,Premium,60 Days
2016-09-25,25,September,2016,40,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,52,27,79,Extra Large,Blue,Carbon Fiber,Lifetime,Manufacturer C,1,4.13,4,6,False,71.33,FedEx,Express,Premium,No Return
2016-06-15,15,June,2016,36,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,396,351,747,Large,White,Aluminum,Lifetime,Manufacturer D,1,12.85,6,9,False,22.73,FedEx,Standard,Basic,7 Days
2016-08-12,12,August,2016,32,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,99,344,443,Small,Red,Steel,1 Year,Manufacturer D,2,12.23,2,27,False,63.87,GLS,Next Day,Premium,60 Days
2016-12-02,2,December,2016,47,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,334,420,754,Medium,Black,Carbon Fiber,Lifetime,Manufacturer C,1,3.54,4,19,False,38.99,DHL,Next Day,Premium,7 Days
2016-04-14,14,April,2016,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,262,195,457,Medium,Blue,Plastic,2 Years,Manufacturer D,1,11.48,7,0,False,44.4,UPS,Express,Basic,No Return
2016-05-04,4,May,2016,27,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10,Extra Large,Black,Steel,3 Years,Manufacturer D,4,12.58,4,11,True,59.61,DHL,Standard,Basic,30 Days
2016-10-04,4,October,2016,54,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,349,688,1037,Large,White,Plastic,2 Years,Manufacturer C,5,5.17,7,9,True,33.33,FedEx,Express,,30 Days
2016-04-23,23,April,2016,24,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,72,65,137,Medium,White,Carbon Fiber,2 Years,Manufacturer B,5,5.7,9,29,False,23.73,GLS,Same Day,Premium,No Return
2016-03-21,21,March,2016,30,Young Adults (25-34),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,110,91,201,Medium,Red,Steel,2 Years,Manufacturer A,3,3.75,5,27,False,12.77,Posti,Same Day,Basic,60 Days
2016-11-18,18,November,2016,35,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire,28,11,29,358,308,666,Extra Large,Green,Steel,2 Years,Manufacturer C,5,12.43,9,1,True,77.27,DHL,Same Day,,7 Days
2016-10-18,18,October,2016,22,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,577,364,941,Large,Blue,Aluminum,Lifetime,Manufacturer A,3,12.65,4,18,False,90.14,UPS,Next Day,,30 Days
2016-11-26,26,November,2016,26,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",27,42,54,295,1134,1429,Medium,Blue,Steel,1 Year,Manufacturer B,4,3.6,9,6,True,58.01,DHL,Same Day,,60 Days
2016-10-02,2,October,2016,32,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,75,52,127,Medium,White,Carbon Fiber,1 Year,Manufacturer A,5,5.71,8,3,True,27.98,FedEx,Express,,No Return
2016-10-18,18,October,2016,28,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,88,78,166,Large,Red,Steel,3 Years,Manufacturer B,3,5.37,3,7,False,7.15,GLS,Next Day,Premium,30 Days
2016-03-03,3,March,2016,39,Adults (35-64),F,France,Loir et Cher,Clothing,Caps,AWC Logo Cap,15,7,9,15,105,120,Medium,White,Plastic,2 Years,Manufacturer B,2,13.44,7,4,True,99.67,FedEx,Express,Basic,60 Days
